[[(2.0084690687964426, 2.1010193452470265), (0.007921911590474564, 2.1020373303351243), (0.006819281449108587, 1.805288735247746), (2.000509582095687, 1.8032149750553559)], [(2.0085584037729807, 0.3003573678069545), (0.001730733613231784, 0.30882214245859263), (0.007493251020374957, 0.0027800377997076776), (2.002501427169101, 0.006954916523518277)]]timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
2.75 (1.55972158908844,0.8587597608566284) (0.10022976994514465,0.01121404580771923) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11142001098913919 (2.785947322845459,0.41540148854255676) (0.18952488899230957,-0.03583680838346481) 0.2186412662267685 -0.3222045172563268 (2.8567779064178467,0.8488025665283203) (0.18615922331809998,-0.03638511151075363) 0.21545812487602234 0.18997666240627953 (2.8582441806793213,1.4304009675979614) (0.38613536953926086,0.10274380445480347) 0.18040458858013153 -0.19885400905670317 (2.7603838443756104,1.7486087083816528) (0.18637466430664062,0.07364152371883392) 0.12506985664367676 -0.08932021816642938 (1.5607044510233583,1.8036724434861) (0,0) 1e-07 -0.3359491635708237 (1.557374281807629,0.3022604569339496) (0,0) 1e-07 -0.3359491635708237 
3.0 (1.5842134952545166,0.861501157283783) (0.09796768426895142,0.010965673252940178) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11146756646818051 (2.8333282470703125,0.4064406454563141) (0.1895236372947693,-0.03584342822432518) 0.2186412662267685 -0.3222045172563268 (2.903317928314209,0.8397079706192017) (0.18616051971912384,-0.03637849539518356) 0.21545812487602234 0.18997666240627953 (2.954777956008911,1.4560868740081787) (0.38613536953926086,0.10274380445480347) 0.18040458858013153 -0.19885400905670317 (2.8069775104522705,1.7670190334320068) (0.18637464940547943,0.07364153116941452) 0.12506985664367676 -0.08932021816642938 (1.5851934791984368,1.8036469709381506) (0,0) 1e-07 -0.3359491635708237 (1.5818541892646467,0.30215720098267995) (0,0) 1e-07 -0.3359491635708237 
3.25 (1.6085233688354492,0.8642222285270691) (0.09723925590515137,0.010884331539273262) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11146952051856618 (2.8807079792022705,0.3974739611148834) (0.18951921164989471,-0.035866718739271164) 0.2186412662267685 -0.3222045172563268 (2.949859142303467,0.8306191563606262) (0.18616504967212677,-0.03635521978139877) 0.21545812487602234 0.18997666240627953 (3.051311731338501,1.481772780418396) (0.38613539934158325,0.10274382680654526) 0.18040458858013153 -0.19885400905670317 (2.8535711765289307,1.7854294776916504) (0.18637464940547943,0.07364156097173691) 0.12506985664367676 -0.08932021816642938 (1.6095004961267727,1.8036216877113196) (0,0) 1e-07 -0.3359491635708237 (1.6061521531049339,0.3020547124673679) (0,0) 1e-07 -0.3359491635708237 
3.5 (1.632486343383789,0.8669042587280273) (0.09585210680961609,0.010728094726800919) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.1114595430690819 (2.928086757659912,0.3885017931461334) (0.18951506912708282,-0.03588870167732239) 0.2186412662267685 -0.3222045172563268 (2.99640154838562,0.8215358257293701) (0.18616937100887299,-0.03633325919508934) 0.21545812487602234 0.18997666240627953 (3.147845506668091,1.5074586868286133) (0.38613539934158325,0.10274382680654526) 0.18040458858013153 -0.19885400905670317 (2.900164842605591,1.803839921951294) (0.18637466430664062,0.07364153861999512) 0.12506985664367676 -0.08932021816642938 (1.6334606550067894,1.8035967652729286) (0,0) 1e-07 -0.3359491635708237 (1.6301033887560559,0.3019536864473316) (0,0) 1e-07 -0.3359491635708237 
3.75 (1.6563169956207275,0.8695735931396484) (0.09532257169485092,0.010677443817257881) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11154881657103806 (2.9754645824432373,0.37952443957328796) (0.18951112031936646,-0.03590943664312363) 0.2186412662267685 -0.3222045172563268 (3.04294490814209,0.8124576807022095) (0.18617339432239532,-0.0363125316798687) 0.21545812487602234 0.18997666240627953 (3.2443792819976807,1.5331445932388306) (0.38613536953926086,0.10274384170770645) 0.18040458858013153 -0.19885400905670317 (2.946758508682251,1.822250247001648) (0.18637466430664062,0.07364151626825333) 0.12506985664367676 -0.08932021816642938 (1.6572885049242276,1.8035719804572463) (0,0) 1e-07 -0.3359491635708237 (1.6539223579996687,0.30185321832538997) (0,0) 1e-07 -0.3359491635708237 
4.0 (1.679912805557251,0.8722173571586609) (0.09438301622867584,0.01057506538927555) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11157879277969705 (3.022841453552246,0.3705421984195709) (0.18950743973255157,-0.03592899814248085) 0.2186412662267685 -0.3222045172563268 (3.089489221572876,0.8033844232559204) (0.18617719411849976,-0.03629298508167267) 0.21545812487602234 0.18997666240627953 (3.3409130573272705,1.5588304996490479) (0.38613539934158325,0.10274386405944824) 0.18040458858013153 -0.19885400905670317 (2.993352174758911,1.840660572052002) (0.18637463450431824,0.07364153116941452) 0.12506985664367676 -0.08932021816642938 (1.6808815393926477,1.803547439887589) (0,0) 1e-07 -0.3359491635708237 (1.677506596974656,0.3017537402928603) (0,0) 1e-07 -0.3359491635708237 
4.25 (1.703323245048523,0.8748401403427124) (0.09364163875579834,0.01049112156033516) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11156954533718219 (3.0702173709869385,0.3615553379058838) (0.18950395286083221,-0.03594743460416794) 0.2186412662267685 -0.3222045172563268 (3.1360344886779785,0.794315755367279) (0.18618077039718628,-0.036274559795856476) 0.21545812487602234 0.18997666240627953 (3.4374468326568604,1.5845165252685547) (0.3861353397369385,0.10274386405944824) 0.18040458858013153 -0.19885400905670317 (3.0399458408355713,1.8590710163116455) (0.18637463450431824,0.07364156097173691) 0.12506985664367676 -0.08932021816642938 (1.7042892254398114,1.8035230921102512) (0,0) 1e-07 -0.3359491635708237 (1.7009055572976686,0.3016550437634262) (0,0) 1e-07 -0.3359491635708237 
4.5 (1.7265512943267822,0.8774418830871582) (0.09291204810142517,0.010407030582427979) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11154455075344841 (3.1175925731658936,0.35256412625312805) (0.18950065970420837,-0.03596479073166847) 0.2186412662267685 -0.3222045172563268 (3.1825804710388184,0.7852514386177063) (0.18618418276309967,-0.036257218569517136) 0.21545812487602234 0.18997666240627953 (3.53398060798645,1.610202431678772) (0.38613536953926086,0.10274382680654526) 0.18040458858013153 -0.19885400905670317 (3.0865395069122314,1.8774813413619995) (0.18637464940547943,0.07364153116941452) 0.12506985664367676 -0.08932021816642938 (1.7275145433567316,1.8034989340252487) (0,0) 1e-07 -0.3359491635708237 (1.7241222193993304,0.3015571161656679) (0,0) 1e-07 -0.3359491635708237 
4.75 (1.749759554862976,0.8800442814826965) (0.09283290058374405,0.01040961779654026) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11166638717438865 (3.1649670600891113,0.3435688316822052) (0.18949753046035767,-0.035981133580207825) 0.2186412662267685 -0.3222045172563268 (3.2291274070739746,0.776191234588623) (0.18618734180927277,-0.03624087944626808) 0.21545812487602234 0.18997666240627953 (3.63051438331604,1.6358883380889893) (0.38613536953926086,0.10274384915828705) 0.18040458858013153 -0.19885400905670317 (3.1331331729888916,1.895891785621643) (0.18637463450431824,0.0736415833234787) 0.12506985664367676 -0.08932021816642938 (1.7507200718710143,1.8034747965244238) (0,0) 1e-07 -0.3359491635708237 (1.7473190903455114,0.3014592720467621) (0,0) 1e-07 -0.3359491635708237 
5.0 (1.7728276252746582,0.8826320767402649) (0.09227237850427628,0.010351079516112804) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11171256630670774 (3.2123405933380127,0.33456969261169434) (0.18949459493160248,-0.03599652275443077) 0.2186412662267685 -0.3222045172563268 (3.275675058364868,0.7671348452568054) (0.18619033694267273,-0.03622549772262573) 0.21545812487602234 0.18997666240627953 (3.72704815864563,1.661574363708496) (0.38613539934158325,0.10274388641119003) 0.18040458858013153 -0.19885400905670317 (3.1797268390655518,1.9143022298812866) (0.18637466430664062,0.07364154607057571) 0.12506985664367676 -0.08932021816642938 (1.7737854256020693,1.8034508048280329) (0,0) 1e-07 -0.3359491635708237 (1.77037583525608,0.3013620189777665) (0,0) 1e-07 -0.3359491635708237 
5.25 (1.7957290410995483,0.8852013349533081) (0.09160551428794861,0.010276938788592815) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11171976609610508 (3.259713649749756,0.32556694746017456) (0.1894918531179428,-0.0360109843313694) 0.2186412662267685 -0.3222045172563268 (3.322223424911499,0.7580820918083191) (0.18619318306446075,-0.036211047321558) 0.21545812487602234 0.18997666240627953 (3.8235819339752197,1.6872602701187134) (0.38613539934158325,0.10274381935596466) 0.18040458858013153 -0.19885400905670317 (3.2152421474456787,1.9283353090286255) (0.14206139743328094,0.056132152676582336) 0.12506985664367676 -0.08932021816642938 (1.7966841442081438,1.8034269864591084) (0,0) 1e-07 -0.3359491635708237 (1.7932660067324626,0.30126546851348596) (0,0) 1e-07 -0.3359491635708237 
5.5 (1.8184806108474731,0.8877527117729187) (0.09100650250911713,0.010205412283539772) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.1116728299779961 (3.3070859909057617,0.3165608048439026) (0.18948927521705627,-0.03602457791566849) 0.2186412662267685 -0.3222045172563268 (3.368772268295288,0.749032735824585) (0.18619580566883087,-0.03619745746254921) 0.21545812487602234 0.18997666240627953 (3.9130780696868896,1.711073637008667) (0.3579844534397125,0.09525337815284729) 0.18040458858013153 -0.19885400905670317 (3.2418787479400635,1.9388600587844849) (0.10654609650373459,0.04209907352924347) 0.12506985664367676 -0.08932021816642938 (1.8194330354988961,1.8034033239348113) (0,0) 1e-07 -0.3359491635708237 (1.8160064102199647,0.30116954976875704) (0,0) 1e-07 -0.3359491635708237 
5.75 (1.8409532308578491,0.8902639746665955) (0.08989029377698898,0.010045153088867664) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11128731584653086 (3.3544576168060303,0.30755147337913513) (0.18948684632778168,-0.03603735193610191) 0.2186412662267685 -0.3222045172563268 (3.4153218269348145,0.7399865388870239) (0.18619829416275024,-0.03618469089269638) 0.21545812487602234 0.18997666240627953 (3.9802000522613525,1.7289336919784546) (0.2684883177280426,0.07144001126289368) 0.18040458858013153 -0.19885400905670317 (3.2618560791015625,1.9467536211013794) (0.07990949600934982,0.031574323773384094) 0.12506985664367676 -0.08932021816642938 (1.8419030190788275,1.803379951519619) (0,0) 1e-07 -0.3359491635708237 (1.8384680381297824,0.3010748068960168) (0,0) 1e-07 -0.3359491635708237 
6.0 (1.8633885383605957,0.8927634358406067) (0.08974120020866394,0.009997841902077198) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11094997656449684 (3.4018287658691406,0.2985391318798065) (0.18948456645011902,-0.036049336194992065) 0.2186412662267685 -0.3222045172563268 (3.461872100830078,0.7309433817863464) (0.18620061874389648,-0.03617271035909653) 0.21545812487602234 0.18997666240627953 (4.03054141998291,1.7423286437988281) (0.20136632025241852,0.05357995629310608) 0.18040458858013153 -0.19885400905670317 (3.276839017868042,1.9526737928390503) (0.0599321648478508,0.023680763319134712) 0.12506985664367676 -0.08932021816642938 (1.8643357024671823,1.8033566179026554) (0,0) 1e-07 -0.3359491635708237 (1.8608924039744255,0.30098022119421325) (0,0) 1e-07 -0.3359491635708237 
6.25 (1.8854738473892212,0.8952285647392273) (0.08834144473075867,0.009860536083579063) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11115835570030201 (3.4491994380950928,0.28952398896217346) (0.1894824206829071,-0.036060575395822525) 0.2186412662267685 -0.3222045172563268 (3.5084228515625,0.7219030261039734) (0.18620280921459198,-0.036161474883556366) 0.21545812487602234 0.18997666240627953 (4.068297863006592,1.7523748874664307) (0.1510249525308609,0.040185004472732544) 0.18040458858013153 -0.19885400905670317 (3.288076400756836,1.9571139812469482) (0.04494922608137131,0.017760591581463814) 0.12506985664367676 -0.08932021816642938 (1.886418423471169,1.8033336483031428) (0,0) 1e-07 -0.3359491635708237 (1.8829669223823495,0.3008871111446335) (0,0) 1e-07 -0.3359491635708237 
6.5 (1.9076130390167236,0.8977002501487732) (0.08855682611465454,0.009886635467410088) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11118131841588653 (3.4965696334838867,0.2805062234401703) (0.18948040902614594,-0.03607110306620598) 0.2186412662267685 -0.3222045172563268 (3.55497407913208,0.7128652930259705) (0.18620485067367554,-0.03615095093846321) 0.21545812487602234 0.18997666240627953 (4.096614837646484,1.7599096298217773) (0.11326851695775986,0.030138758942484856) 0.18040458858013153 -0.19885400905670317 (3.296504259109497,1.9604440927505493) (0.03371184319257736,0.013320403173565865) 0.12506985664367676 -0.08932021816642938 (1.9085550201959114,1.8033106226641717) (0,0) 1e-07 -0.3359491635708237 (1.9050952947757287,0.3007937739395996) (0,0) 1e-07 -0.3359491635708237 
6.75 (1.9295326471328735,0.900143027305603) (0.08767823129892349,0.009771052747964859) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11098423526181268 (3.5439393520355225,0.27148598432540894) (0.1894785463809967,-0.03608096018433571) 0.2186412662267685 -0.3222045172563268 (3.6015257835388184,0.7038300037384033) (0.18620675802230835,-0.03614109754562378) 0.21545812487602234 0.18997666240627953 (4.117852687835693,1.7655606269836426) (0.08495154231786728,0.022604016587138176) 0.18040458858013153 -0.19885400905670317 (3.3028252124786377,1.9629416465759277) (0.02528398297727108,0.00999029166996479) 0.12506985664367676 -0.08932021816642938 (1.9304720637160995,1.8032878253960243) (0,0) 1e-07 -0.3359491635708237 (1.9270042094968767,0.3007013624043522) (0,0) 1e-07 -0.3359491635708237 
7.0 (1.951325535774231,0.9025702476501465) (0.08717136085033417,0.00970893632620573) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.1109204453086605 (3.59130859375,0.26246345043182373) (0.18947678804397583,-0.0360901802778244) 0.2186412662267685 -0.3222045172563268 (3.6471686363220215,0.6948838233947754) (0.18257156014442444,-0.03578482195734978) 0.21545812487602234 0.18997666240627953 (4.1337809562683105,1.7697988748550415) (0.0637136921286583,0.01695301942527294) 0.18040458858013153 -0.19885400905670317 (3.307565927505493,1.9648147821426392) (0.018963029608130455,0.007492737844586372) 0.12506985664367676 -0.08932021816642938 (1.9522624040801797,1.8032651599196405) (0,0) 1e-07 -0.3359491635708237 (1.9487864726149888,0.30060948508402263) (0,0) 1e-07 -0.3359491635708237 
7.25 (1.9730415344238281,0.9049882888793945) (0.08686423301696777,0.009672109968960285) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11089066188647141 (3.6386795043945312,0.2534501254558563) (0.18948383629322052,-0.03605329617857933) 0.2186412662267685 -0.3222045172563268 (3.6770946979522705,0.6867009997367859) (0.11970455944538116,-0.03273135796189308) 0.21545812487602234 0.18997666240627953 (4.145727157592773,1.772977590560913) (0.04778542369604111,0.012714771553874016) 0.18040458858013153 -0.19885400905670317 (3.3111214637756348,1.9662196636199951) (0.014222315512597561,0.005619602277874947) 0.12506985664367676 -0.08932021816642938 (1.9739758640834426,1.80324257441126) (0,0) 1e-07 -0.3359491635708237 (1.970491885826006,0.30051793191566445) (0,0) 1e-07 -0.3359491635708237 
7.5 (1.9946577548980713,0.9073940515518188) (0.08646499365568161,0.009623116813600063) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11083881066562835 (3.686081886291504,0.24460338056087494) (0.1896093636751175,-0.03538699448108673) 0.2186412662267685 -0.3222045172563268 (3.697390556335449,0.6785776615142822) (0.08118324726819992,-0.032493315637111664) 0.21545812487602234 0.18997666240627953 (4.15468692779541,1.7753616571426392) (0.03583922237157822,0.009536055848002434) 0.18040458858013153 -0.19885400905670317 (3.3137881755828857,1.9672733545303345) (0.01066677924245596,0.0042147208005189896) 0.12506985664367676 -0.08932021816642938 (1.9955895587909755,1.8032200926749138) (0,0) 1e-07 -0.3359491635708237 (1.992097574426715,0.300426799384497) (0,0) 1e-07 -0.3359491635708237 
7.75 (2.0161397457122803,0.9097815155982971) (0.0859278216958046,0.009549904614686966) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11068445304029828 (3.7334842681884766,0.23575663566589355) (0.1896093636751175,-0.035387005656957626) 0.2186412662267685 -0.3222045172563268 (3.711705207824707,0.6704040765762329) (0.05725869536399841,-0.032694440335035324) 0.21545812487602234 0.18997666240627953 (4.161406993865967,1.7771496772766113) (0.02687945030629635,0.0071519892662763596) 0.18040458858013153 -0.19885400905670317 (3.3157882690429688,1.9680635929107666) (0.008000067435204983,0.003161029890179634) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
8.0 (2.037592887878418,0.912164568901062) (0.08581295609474182,0.00953215453773737) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11062708074735493 (3.780886650085449,0.22690987586975098) (0.18960939347743988,-0.03538702055811882) 0.2186412662267685 -0.3222045172563268 (3.7113699913024902,0.6581019759178162) (-0.0013410113751888275,-0.049208298325538635) 0.21545812487602234 0.18997666240627953 (4.166446685791016,1.778490662574768) (0.020159384235739708,0.005363969132304192) 0.18040458858013153 -0.19885400905670317 (3.3172881603240967,1.968656301498413) (0.005999973509460688,0.002370791509747505) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
8.25 (2.059016704559326,0.9145437479019165) (0.08569568395614624,0.009516694582998753) 0.2199999988079071 -0.3359491635708237 (6.226892296847678,0.8260058719357017) 2.0 0.11059903213959449 (3.8176357746124268,0.21999691426753998) (0.14699646830558777,-0.02765185385942459) 0.2186412662267685 -0.3222045172563268 (3.701636791229248,0.6383107900619507) (-0.03893326595425606,-0.0791647806763649) 0.21545812487602234 0.18997666240627953 (4.170226573944092,1.779496431350708) (0.015119693242013454,0.004022983834147453) 0.18040458858013153 -0.19885400905670317 (3.318413257598877,1.969100832939148) (0.004500082228332758,0.0017780829221010208) 0.12506985664367676 -0.08932021816642938 (2.000509582095687,1.8032149750553559) (0,0) 1e-07 -0.3359491635708237 (2.0085584037729807,0.3003573678069545) (0,0) 1e-07 -0.3359491635708237 
