[[(2.0020181383753517, 2.1012943242740376), (0.0035447921952646688, 2.1098204605783972), (0.005981152908349558, 1.8054348090120154), (2.003680860742384, 1.8030725275107138)], [(2.0050908861305636, 0.3054657472184265), (0.00849264194382959, 0.30845683866309875), (0.0005148588081964367, 0.006715067513630707), (2.0060680145590064, 0.004315540271912744)]]timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
2.75 (1.5999913215637207,1.0587483644485474) (0.06609124690294266,0.045497678220272064) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6029029917386011 (2.7481679916381836,0.4750649333000183) (0.12763914465904236,-0.027527041733264923) 0.1410929560661316 0.052841946083554636 (2.667124032974243,0.806801438331604) (0.21879929304122925,-0.04987503960728645) 0.15930183231830597 -0.09238932450934656 (3.08245849609375,1.4007364511489868) (0.2678830027580261,0.07376445084810257) 0.138365238904953 0.036164198280263016 (3.1574885845184326,1.7404205799102783) (0.33667677640914917,0.05723452568054199) 0.13247433304786682 0.15258818527963702 (1.600872048732331,1.8035488492528862) (0,0) 1e-07 -0.2001789173670194 (1.5988637452369663,0.3060743135783631) (0,0) 1e-07 -0.2001789173670194 
3.0 (1.6165727376937866,1.0702223777770996) (0.06632545590400696,0.04589604586362839) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6053247091397758 (2.7800776958465576,0.46818315982818604) (0.12763914465904236,-0.027527038007974625) 0.1410929560661316 0.052841946083554636 (2.721782684326172,0.7941536903381348) (0.21863484382629395,-0.05059102922677994) 0.15930183231830597 -0.09238932450934656 (3.1494293212890625,1.419177532196045) (0.2678830027580261,0.07376445829868317) 0.138365238904953 0.036164198280263016 (3.2416577339172363,1.754729151725769) (0.33667677640914917,0.0572345070540905) 0.13247433304786682 0.15258818527963702 (1.6174398736655398,1.8035292577866597) (0,0) 1e-07 -0.2001789173670194 (1.615427935044075,0.30604949886836114) (0,0) 1e-07 -0.2001789173670194 
3.25 (1.6332541704177856,1.0818455219268799) (0.06672576069831848,0.046492576599121094) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6085555772973735 (2.8119874000549316,0.46130138635635376) (0.12763914465904236,-0.027527038007974625) 0.1410929560661316 0.052841946083554636 (2.7764170169830322,0.7814013957977295) (0.21853767335414886,-0.05100914090871811) 0.15930183231830597 -0.09238932450934656 (3.216400146484375,1.437618613243103) (0.2678830027580261,0.07376448065042496) 0.138365238904953 0.036164198280263016 (3.32582688331604,1.7690377235412598) (0.33667677640914917,0.057234521955251694) 0.13247433304786682 0.15258818527963702 (1.6341075387057593,1.803509548259427) (0,0) 1e-07 -0.2001789173670194 (1.6320919178091948,0.30602453465914775) (0,0) 1e-07 -0.2001789173670194 
3.5 (1.6500576734542847,1.0936400890350342) (0.06721413135528564,0.04717828333377838) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.612006817200233 (2.8438971042633057,0.45441964268684387) (0.12763914465904236,-0.027527032420039177) 0.1410929560661316 0.052841946083554636 (2.8310368061065674,0.768586277961731) (0.21847887337207794,-0.051260389387607574) 0.15930183231830597 -0.09238932450934656 (3.2833709716796875,1.4560596942901611) (0.2678830027580261,0.07376451045274734) 0.138365238904953 0.036164198280263016 (3.4099960327148438,1.78334641456604) (0.33667677640914917,0.057234544306993484) 0.13247433304786682 0.15258818527963702 (1.6508970711802857,1.8034896946238557) (0,0) 1e-07 -0.2001789173670194 (1.6488777138057606,0.305999387962288) (0,0) 1e-07 -0.2001789173670194 
3.75 (1.6674188375473022,1.106020212173462) (0.06944462656974792,0.04952038824558258) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6194584219582268 (2.8758068084716797,0.447537899017334) (0.12763914465904236,-0.027527034282684326) 0.1410929560661316 0.052841946083554636 (2.8856472969055176,0.7557318210601807) (0.218441903591156,-0.0514177568256855) 0.15930183231830597 -0.09238932450934656 (3.350341796875,1.4745007753372192) (0.26788297295570374,0.07376454025506973) 0.138365238904953 0.036164198280263016 (3.4941651821136475,1.7976549863815308) (0.33667677640914917,0.057234518229961395) 0.13247433304786682 0.15258818527963702 (1.6682435715120438,1.8034691823733482) (0,0) 1e-07 -0.2001789173670194 (1.6662202923914093,0.3059734071528852) (0,0) 1e-07 -0.2001789173670194 
4.0 (1.685074806213379,1.11872136592865) (0.07062380760908127,0.050804443657398224) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6236061074098058 (2.9077165126800537,0.4406561553478241) (0.12763914465904236,-0.027527032420039177) 0.1410929560661316 0.052841946083554636 (2.940251588821411,0.7428510785102844) (0.21841710805892944,-0.05152300000190735) 0.15930183231830597 -0.09238932450934656 (3.4173126220703125,1.492941975593567) (0.26788297295570374,0.07376458495855331) 0.138365238904953 0.036164198280263016 (3.578334331512451,1.811963677406311) (0.33667677640914917,0.057234544306993484) 0.13247433304786682 0.15258818527963702 (1.685884496386204,1.803448321965584) (0,0) 1e-07 -0.2001789173670194 (1.6838571939555969,0.305946985420054) (0,0) 1e-07 -0.2001789173670194 
4.25 (1.7027627229690552,1.1315112113952637) (0.07075181603431702,0.051159508526325226) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6260511917630192 (2.9396262168884277,0.4337744116783142) (0.12763914465904236,-0.027527030557394028) 0.1410929560661316 0.052841946083554636 (2.9948511123657227,0.729950487613678) (0.21839836239814758,-0.05160236358642578) 0.15930183231830597 -0.09238932450934656 (3.484283447265625,1.511383056640625) (0.26788294315338135,0.07376455515623093) 0.138365238904953 0.036164198280263016 (3.662503480911255,1.8262722492218018) (0.33667680621147156,0.0572345107793808) 0.13247433304786682 0.15258818527963702 (1.7035572644274173,1.803427423903249) (0,0) 1e-07 -0.2001789173670194 (1.701525910669479,0.30592051602514436) (0,0) 1e-07 -0.2001789173670194 
4.5 (1.7203282117843628,1.144203543663025) (0.07026210427284241,0.050769269466400146) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6257133826529482 (2.9715359210968018,0.4268926680088043) (0.12763912975788116,-0.027527030557394028) 0.1410929560661316 0.052841946083554636 (3.049445867538452,0.7170298099517822) (0.218379408121109,-0.051682595163583755) 0.15930183231830597 -0.09238932450934656 (3.5512542724609375,1.5298242568969727) (0.26788294315338135,0.0737646222114563) 0.138365238904953 0.036164198280263016 (3.7466726303100586,1.840580940246582) (0.33667677640914917,0.05723453685641289) 0.13247433304786682 0.15258818527963702 (1.7211077200087281,1.8034066704754959) (0,0) 1e-07 -0.2001789173670194 (1.7190723458013455,0.30589422981951425) (0,0) 1e-07 -0.2001789173670194 
4.75 (1.7367441654205322,1.1557151079177856) (0.06566382944583893,0.04604627192020416) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6115594111698905 (3.003445625305176,0.42001092433929443) (0.12763914465904236,-0.027527032420039177) 0.1410929560661316 0.052841946083554636 (3.1040027141571045,0.7039499282836914) (0.21822768449783325,-0.0523194894194603) 0.15930183231830597 -0.09238932450934656 (3.614163637161255,1.5471470355987549) (0.2516371011734009,0.0692911222577095) 0.138365238904953 0.036164198280263016 (3.8308417797088623,1.8548895120620728) (0.33667677640914917,0.05723448842763901) 0.13247433304786682 0.15258818527963702 (1.73751003827547,1.8033872747210349) (0,0) 1e-07 -0.2001789173670194 (1.7354710172312187,0.3058696630715665) (0,0) 1e-07 -0.2001789173670194 
5.0 (1.7534794807434082,1.167523980140686) (0.06694129854440689,0.047235697507858276) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6144935949651031 (3.03535532951355,0.41312918066978455) (0.12763914465904236,-0.027527032420039177) 0.1410929560661316 0.052841946083554636 (3.1581263542175293,0.6891791224479675) (0.2164943963289261,-0.05908327177166939) 0.15930183231830597 -0.09238932450934656 (3.6613454818725586,1.5601391792297363) (0.1887277364730835,0.051968347281217575) 0.138365238904953 0.036164198280263016 (3.9113426208496094,1.8685745000839233) (0.32200315594673157,0.05474003031849861) 0.13247433304786682 0.15258818527963702 (1.7542313662159343,1.8033675017373796) (0,0) 1e-07 -0.2001789173670194 (1.7521886042368378,0.30584461855817296) (0,0) 1e-07 -0.2001789173670194 
5.25 (1.7702914476394653,1.179420828819275) (0.06724771112203598,0.047587424516677856) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6158376174790932 (3.067265033721924,0.40624743700027466) (0.12763914465904236,-0.027527032420039177) 0.1410929560661316 0.052841946083554636 (3.211622714996338,0.6722773909568787) (0.213985875248909,-0.06760691106319427) 0.15930183231830597 -0.09238932450934656 (3.6967320442199707,1.5698832273483276) (0.14154589176177979,0.03897620365023613) 0.138365238904953 0.036164198280263016 (3.9741768836975098,1.8797030448913574) (0.2513372302055359,0.044514045119285583) 0.13247433304786682 0.15258818527963702 (1.771029241590314,1.8033476382363227) (0,0) 1e-07 -0.2001789173670194 (1.7689827108469243,0.3058194594112346) (0,0) 1e-07 -0.2001789173670194 
5.5 (1.7868106365203857,1.1909947395324707) (0.06607678532600403,0.04629557579755783) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6111506648398769 (3.099174737930298,0.39936569333076477) (0.12763914465904236,-0.027527030557394028) 0.1410929560661316 0.052841946083554636 (3.264920949935913,0.6547608971595764) (0.2131933718919754,-0.07006596028804779) 0.15930183231830597 -0.09238932450934656 (3.7232718467712402,1.5771912336349487) (0.10615933686494827,0.029232153668999672) 0.138365238904953 0.036164198280263016 (4.021298885345459,1.888187289237976) (0.18848827481269836,0.033937159925699234) 0.13247433304786682 0.15258818527963702 (1.7875347212328183,1.8033281204934524) (0,0) 1e-07 -0.2001789173670194 (1.7854845238892265,0.30579473814747704) (0,0) 1e-07 -0.2001789173670194 
5.75 (1.8054983615875244,1.2048699855804443) (0.07475109398365021,0.055501021444797516) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6386694380730328 (3.131084442138672,0.3924839496612549) (0.12763914465904236,-0.02752702869474888) 0.1410929560661316 0.052841946083554636 (3.3182191848754883,0.6372444033622742) (0.2131933569908142,-0.0700659528374672) 0.15930183231830597 -0.09238932450934656 (3.7431766986846924,1.5826722383499146) (0.07961953431367874,0.021924147382378578) 0.138365238904953 0.036164198280263016 (4.055420398712158,1.8941301107406616) (0.1364867240190506,0.023771164938807487) 0.13247433304786682 0.15258818527963702 (1.8062060127021957,1.8033060416763655) (0,0) 1e-07 -0.2001789173670194 (1.8041514206424922,0.30576677338524216) (0,0) 1e-07 -0.2001789173670194 
6.0 (1.824131727218628,1.2187058925628662) (0.0745336264371872,0.05534353852272034) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6387038760050926 (3.162994146347046,0.385602205991745) (0.12763914465904236,-0.027527030557394028) 0.1410929560661316 0.052841946083554636 (3.3715174198150635,0.6197279095649719) (0.2131933867931366,-0.0700659528374672) 0.15930183231830597 -0.09238932450934656 (3.7581052780151367,1.5867830514907837) (0.059714678674936295,0.016443142667412758) 0.138365238904953 0.036164198280263016 (4.079776763916016,1.8980050086975098) (0.09742452204227448,0.015499431639909744) 0.13247433304786682 0.15258818527963702 (1.8248229913299607,1.8032840270842574) (0,0) 1e-07 -0.2001789173670194 (1.8227640170151986,0.30573888997007054) (0,0) 1e-07 -0.2001789173670194 
6.25 (1.8426026105880737,1.2323771715164185) (0.07388349622488022,0.05468530207872391) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6371710272194068 (3.19490385055542,0.3787204623222351) (0.12763914465904236,-0.027527030557394028) 0.1410929560661316 0.052841946083554636 (3.4248156547546387,0.6022114157676697) (0.2131933867931366,-0.070065937936306) 0.15930183231830597 -0.09238932450934656 (3.7693018913269043,1.5898661613464355) (0.04478609934449196,0.012332330457866192) 0.138365238904953 0.036164198280263016 (4.098043918609619,1.9009110927581787) (0.07306815683841705,0.0116245336830616) 0.13247433304786682 0.15258818527963702 (1.843277682595771,1.8032622043970845) (0,0) 1e-07 -0.2001789173670194 (1.8412143781185781,0.3057112495985496) (0,0) 1e-07 -0.2001789173670194 
6.5 (1.8610230684280396,1.24600088596344) (0.07368203997612,0.05449466407299042) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6368067908875179 (3.226813554763794,0.3718387186527252) (0.12763914465904236,-0.02752702683210373) 0.1410929560661316 0.052841946083554636 (3.478113889694214,0.5846949219703674) (0.2131933718919754,-0.0700659230351448) 0.15930183231830597 -0.09238932450934656 (3.7776992321014404,1.592178463935852) (0.03358948603272438,0.009249220602214336) 0.138365238904953 0.036164198280263016 (4.111744403839111,1.9030907154083252) (0.05480100214481354,0.008718449622392654) 0.13247433304786682 0.15258818527963702 (1.8616820046476004,1.8032404412715475) (0,0) 1e-07 -0.2001789173670194 (1.8596143850615792,0.30568368466228396) (0,0) 1e-07 -0.2001789173670194 
6.75 (1.8795709609985352,1.2597784996032715) (0.07419170439243317,0.05511032044887543) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6388834362732185 (3.258723258972168,0.36495697498321533) (0.12763914465904236,-0.02752702869474888) 0.1410929560661316 0.052841946083554636 (3.531412124633789,0.5671784281730652) (0.2131933718919754,-0.07006590813398361) 0.15930183231830597 -0.09238932450934656 (3.7839972972869873,1.5939127206802368) (0.025192147120833397,0.0069369180127978325) 0.138365238904953 0.036164198280263016 (4.1220197677612305,1.904725432395935) (0.04110051691532135,0.00653882697224617) 0.13247433304786682 0.15258818527963702 (1.8802135792661028,1.8032185276697485) (0,0) 1e-07 -0.2001789173670194 (1.8781415958942018,0.30565592916266027) (0,0) 1e-07 -0.2001789173670194 
7.0 (1.898090124130249,1.273543119430542) (0.07407663017511368,0.055058553814888) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6391766453521754 (3.290632963180542,0.35807523131370544) (0.12763915956020355,-0.027527030557394028) 0.1410929560661316 0.052841946083554636 (3.5847103595733643,0.5496619343757629) (0.2131933867931366,-0.07006589323282242) 0.15930183231830597 -0.09238932450934656 (3.7887208461761475,1.5952134132385254) (0.018894081935286522,0.005202661268413067) 0.138365238904953 0.036164198280263016 (4.129725933074951,1.9059514999389648) (0.03082515485584736,0.004904109984636307) 0.13247433304786682 0.15258818527963702 (1.898716439851168,1.8031966480223172) (0,0) 1e-07 -0.2001789173670194 (1.8966400968184263,0.30562821667317236) (0,0) 1e-07 -0.2001789173670194 
7.25 (1.9165637493133545,1.2872730493545532) (0.0738944262266159,0.054919637739658356) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6391462194166794 (3.322542667388916,0.35119348764419556) (0.12763914465904236,-0.02752702683210373) 0.1410929560661316 0.052841946083554636 (3.6380085945129395,0.5321454405784607) (0.2131933718919754,-0.07006587833166122) 0.15930183231830597 -0.09238932450934656 (3.7922635078430176,1.5961889028549194) (0.014170533046126366,0.003901968477293849) 0.138365238904953 0.036164198280263016 (4.135505676269531,1.90687096118927) (0.023118989542126656,0.0036780424416065216) 0.13247433304786682 0.15258818527963702 (1.9171738035720818,1.803174822174964) (0,0) 1e-07 -0.2001789173670194 (1.9150931118648542,0.30560057232579574) (0,0) 1e-07 -0.2001789173670194 
7.5 (1.9352048635482788,1.3012354373931885) (0.0745646059513092,0.055849336087703705) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6428646352655087 (3.35445237159729,0.34431174397468567) (0.12763914465904236,-0.02752702683210373) 0.1410929560661316 0.052841946083554636 (3.6913068294525146,0.5146289467811584) (0.2131933867931366,-0.07006586343050003) 0.15930183231830597 -0.09238932450934656 (3.7949204444885254,1.5969204902648926) (0.010627871379256248,0.002926478860899806) 0.138365238904953 0.036164198280263016 (4.139840602874756,1.9075605869293213) (0.017339246347546577,0.002758581191301346) 0.13247433304786682 0.15258818527963702 (1.9357983812290915,1.8031527985969975) (0,0) 1e-07 -0.2001789173670194 (1.9337132673439308,0.3055726775863738) (0,0) 1e-07 -0.2001789173670194 
7.75 (1.9538379907608032,1.315242052078247) (0.07453244179487228,0.05602651089429855) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6445922882073842 (3.386362075805664,0.3374300003051758) (0.12763914465904236,-0.02752702496945858) 0.1410929560661316 0.052841946083554636 (3.74460506439209,0.4971124827861786) (0.21319341659545898,-0.07006584107875824) 0.15930183231830597 -0.09238932450934656 (3.7969131469726562,1.5974692106246948) (0.007970934733748436,0.0021948914509266615) 0.138365238904953 0.036164198280263016 (4.143091678619385,1.9080778360366821) (0.013004319742321968,0.0020689554512500763) 0.13247433304786682 0.15258818527963702 (1.9544149195768978,1.803130784525521) (0,0) 1e-07 -0.2001789173670194 (1.9523253695630165,0.30554479491149067) (0,0) 1e-07 -0.2001789173670194 
8.0 (1.9725048542022705,1.329293131828308) (0.07466767728328705,0.056204453110694885) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6452447585818692 (3.418271780014038,0.3305482566356659) (0.12763914465904236,-0.02752702496945858) 0.1410929560661316 0.052841946083554636 (3.797903537750244,0.47959601879119873) (0.21319341659545898,-0.07006582617759705) 0.15930183231830597 -0.09238932450934656 (3.798407793045044,1.5978807210922241) (0.005978231783956289,0.0016461710911244154) 0.138365238904953 0.036164198280263016 (4.1455302238464355,1.9084657430648804) (0.009753243997693062,0.0015517064603045583) 0.13247433304786682 0.15258818527963702 (1.9730651415265728,1.8031087306231581) (0,0) 1e-07 -0.2001789173670194 (1.9709711413226432,0.3055168617964777) (0,0) 1e-07 -0.2001789173670194 
8.25 (1.991224765777588,1.3434107303619385) (0.07487968355417252,0.05647050589323044) 0.2199999988079071 -0.2001789173670194 (5.973035306200595,0.9679928490365415) 2.0 0.6461517588512752 (3.450181484222412,0.323666512966156) (0.12763914465904236,-0.02752702310681343) 0.1410929560661316 0.052841946083554636 (3.8512020111083984,0.46207955479621887) (0.21319343149662018,-0.07006583362817764) 0.15930183231830597 -0.09238932450934656 (3.7995285987854004,1.598189353942871) (0.004483585711568594,0.0012346606235951185) 0.138365238904953 0.036164198280263016 (4.1473588943481445,1.9087567329406738) (0.007314698770642281,0.001163799432106316) 0.13247433304786682 0.15258818527963702 (1.9917683328775146,1.803086614084436) (0,0) 1e-07 -0.2001789173670194 (1.9896698614459114,0.3054888493598496) (0,0) 1e-07 -0.2001789173670194 
