[[(2.0052316568851083, 2.1091920529111285), (0.004450282417403123, 2.103940884049489), (0.006776456714932772, 1.8045939733556653), (2.006690735140423, 1.800436207987611)], [(2.005523229919353, 0.30193020954715116), (0.0045349088603188845, 0.3034660653974985), (0.00987612605773531, 0.006823467256980566), (2.0064134492888432, 0.005325092425095462)]]timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
2.75 (1.3632762432098389,1.062110424041748) (0.089643694460392,0.05271080136299133) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.5315518036433843 (2.916818380355835,0.3492973744869232) (0.22331511974334717,-0.05645139515399933) 0.12871964275836945 -0.3402070471806007 (2.9202749729156494,0.7502119541168213) (0.258438378572464,-0.09704078733921051) 0.14018575847148895 -0.24167582772559867 (3.119022846221924,1.5136996507644653) (0.2719268500804901,0.1009218841791153) 0.12211037427186966 -0.04486515691755194 (3.282397985458374,1.8843852281570435) (0.20963552594184875,0.1267787218093872) 0.1664547175168991 0.3221921336585516 (1.36481397595754,1.8017706516628622) (0,0) 1e-07 -0.16632337820392898 (1.3626931466364876,0.3024236128987843) (0,0) 1e-07 -0.16632337820392898 
3.0 (1.3842194080352783,1.0746543407440186) (0.08377258479595184,0.05017583817243576) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.5396492670364135 (2.9726336002349854,0.3351306915283203) (0.22326058149337769,-0.05666675046086311) 0.12871964275836945 -0.3402070471806007 (2.98490309715271,0.7260011434555054) (0.2585125267505646,-0.0968431681394577) 0.14018575847148895 -0.24167582772559867 (3.187004566192627,1.538930058479309) (0.2719268500804901,0.10092184692621231) 0.12211037427186966 -0.04486515691755194 (3.307112216949463,1.9018055200576782) (0.09885699301958084,0.06968097388744354) 0.1664547175168991 0.3221921336585516 (1.3857309719281705,1.8017271658182996) (0,0) 1e-07 -0.16632337820392898 (1.3836266710632243,0.302407545400728) (0,0) 1e-07 -0.16632337820392898 
3.25 (1.4015626907348633,1.0857281684875488) (0.06937326490879059,0.04429510235786438) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.5682511272232724 (3.02843976020813,0.32092881202697754) (0.22322481870651245,-0.0568075105547905) 0.12871964275836945 -0.3402070471806007 (3.0495431423187256,0.7018224596977234) (0.2585606276988983,-0.09671464562416077) 0.14018575847148895 -0.24167582772559867 (3.25498628616333,1.5641605854034424) (0.2719268500804901,0.10092189162969589) 0.12211037427186966 -0.04486515691755194 (3.3254215717315674,1.9114216566085815) (0.07323731482028961,0.03846438229084015) 0.1664547175168991 0.3221921336585516 (1.4030511575922797,1.8016911576408994) (0,0) 1e-07 -0.16632337820392898 (1.400961443849013,0.30239424011957405) (0,0) 1e-07 -0.16632337820392898 
3.5 (1.4188731908798218,1.0970840454101562) (0.0692422091960907,0.04542373865842819) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.5805901660784243 (3.0842418670654297,0.30671069025993347) (0.2232082635164261,-0.05687250196933746) 0.12871964275836945 -0.3402070471806007 (3.1141889095306396,0.6776585578918457) (0.2585826814174652,-0.09665565937757492) 0.14018575847148895 -0.24167582772559867 (3.322968006134033,1.5893909931182861) (0.2719268202781677,0.10092184692621231) 0.12211037427186966 -0.04486515691755194 (3.339989185333252,1.9161170721054077) (0.0582701712846756,0.018781498074531555) 0.1664547175168991 0.3221921336585516 (1.4203379744736997,1.8016552188362573) (0,0) 1e-07 -0.16632337820392898 (1.4182632176131542,0.30238096016677407) (0,0) 1e-07 -0.16632337820392898 
3.75 (1.435708999633789,1.1079148054122925) (0.06734346598386765,0.04332315921783447) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.5716624064262135 (3.1400437355041504,0.29249146580696106) (0.22320713102817535,-0.05687689781188965) 0.12871964275836945 -0.3402070471806007 (3.178834915161133,0.6534956693649292) (0.258584201335907,-0.09665167331695557) 0.14018575847148895 -0.24167582772559867 (3.3909497261047363,1.6146215200424194) (0.2719268500804901,0.10092191398143768) 0.12211037427186966 -0.04486515691755194 (3.3518388271331787,1.9172760248184204) (0.04739877209067345,0.0046356008388102055) 0.1664547175168991 0.3221921336585516 (1.4371511937143409,1.8016202646277502) (0,0) 1e-07 -0.16632337820392898 (1.4350907033184963,0.3023680442531252) (0,0) 1e-07 -0.16632337820392898 
4.0 (1.453420639038086,1.1192517280578613) (0.07084645330905914,0.0453476756811142) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.5693727247432201 (3.195845603942871,0.27827224135398865) (0.22320714592933655,-0.056876908987760544) 0.12871964275836945 -0.3402070471806007 (3.243480920791626,0.6293327808380127) (0.2585841715335846,-0.09665165096521378) 0.14018575847148895 -0.24167582772559867 (3.4495818614959717,1.636381983757019) (0.23452815413475037,0.08704185485839844) 0.12211037427186966 -0.04486515691755194 (3.361823320388794,1.9156441688537598) (0.039938341826200485,-0.0065272171050310135) 0.1664547175168991 0.3221921336585516 (1.4548391875265703,1.801583491787586) (0,0) 1e-07 -0.16632337820392898 (1.4527936306539733,0.3023544563954499) (0,0) 1e-07 -0.16632337820392898 
4.25 (1.471800446510315,1.1311763525009155) (0.07351911067962646,0.04769846051931381) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.5755241035420685 (3.251647472381592,0.26405301690101624) (0.22320713102817535,-0.05687689408659935) 0.12871964275836945 -0.3402070471806007 (3.308126926422119,0.6051698923110962) (0.258584201335907,-0.09665167331695557) 0.14018575847148895 -0.24167582772559867 (3.4940857887268066,1.6516677141189575) (0.17801541090011597,0.06114296615123749) 0.12211037427186966 -0.04486515691755194 (3.3702661991119385,1.9124619960784912) (0.033771056681871414,-0.012728462927043438) 0.1664547175168991 0.3221921336585516 (1.4731941247086622,1.8015453323909698) (0,0) 1e-07 -0.16632337820392898 (1.4711642745742988,0.3023403560328227) (0,0) 1e-07 -0.16632337820392898 
4.5 (1.4895868301391602,1.1437095403671265) (0.07114546000957489,0.05013256520032883) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.6138391755679171 (3.3074493408203125,0.24983379244804382) (0.22320713102817535,-0.05687691643834114) 0.12871964275836945 -0.3402070471806007 (3.3727729320526123,0.5810070037841797) (0.258584201335907,-0.09665165096521378) 0.14018575847148895 -0.24167582772559867 (3.5282249450683594,1.6616454124450684) (0.13655680418014526,0.039910681545734406) 0.12211037427186966 -0.04486515691755194 (3.3770787715911865,1.90913724899292) (0.027250079438090324,-0.013299074023962021) 0.1664547175168991 0.3221921336585516 (1.490954375431489,1.8015084093307268) (0,0) 1e-07 -0.16632337820392898 (1.488941027899096,0.30232671151011026) (0,0) 1e-07 -0.16632337820392898 
4.75 (1.507394552230835,1.15632963180542) (0.0712306946516037,0.05048030614852905) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.6165327663611977 (3.363251209259033,0.23561455309391022) (0.22320713102817535,-0.05687694624066353) 0.12871964275836945 -0.3402070471806007 (3.4334840774536133,0.5612680912017822) (0.2428448349237442,-0.0789557620882988) 0.14018575847148895 -0.24167582772559867 (3.554354667663574,1.6692487001419067) (0.10451855510473251,0.030413180589675903) 0.12211037427186966 -0.04486515691755194 (3.382188081741333,1.9066436290740967) (0.020437506958842278,-0.009974326938390732) 0.1664547175168991 0.3221921336585516 (1.5087357838556246,1.8014714422842195) (0,0) 1e-07 -0.16632337820392898 (1.5067390529714735,0.302313050660297) (0,0) 1e-07 -0.16632337820392898 
5.0 (1.5252741575241089,1.1690305471420288) (0.07151831686496735,0.05080366134643555) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.617644358432676 (3.4190826416015625,0.22151216864585876) (0.223325714468956,-0.056409526616334915) 0.12871964275836945 -0.3402070471806007 (3.481279134750366,0.5514948964118958) (0.19118008017539978,-0.039092887192964554) 0.14018575847148895 -0.24167582772559867 (3.5737810134887695,1.6757748126983643) (0.07770582288503647,0.026104401797056198) 0.12211037427186966 -0.04486515691755194 (3.3860201835632324,1.904773473739624) (0.015328197740018368,-0.00748070701956749) 0.1664547175168991 0.3221921336585516 (1.5265889071407943,1.8014343261445391) (0,0) 1e-07 -0.16632337820392898 (1.524608899166865,0.302299334684279) (0,0) 1e-07 -0.16632337820392898 
5.25 (1.54389488697052,1.1826049089431763) (0.07448284327983856,0.05429763346910477) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.6299219384403004 (3.4749627113342285,0.2076035737991333) (0.22352007031440735,-0.055634379386901855) 0.12871964275836945 -0.3402070471806007 (3.509356737136841,0.5342357158660889) (0.11230994015932083,-0.06903678923845291) 0.14018575847148895 -0.24167582772559867 (3.5878984928131104,1.6813256740570068) (0.056470032781362534,0.02220340445637703) 0.12211037427186966 -0.04486515691755194 (3.3888943195343018,1.9033708572387695) (0.011496095918118954,-0.005610551685094833) 0.1664547175168991 0.3221921336585516 (1.5451813355131725,1.8013956730104381) (0,0) 1e-07 -0.16632337820392898 (1.5432191986665302,0.3022850503743395) (0,0) 1e-07 -0.16632337820392898 
5.5 (1.5623990297317505,1.196048617362976) (0.07401664555072784,0.05377478152513504) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.6283056268770681 (3.5308427810668945,0.19369497895240784) (0.22352008521556854,-0.055634383112192154) 0.12871964275836945 -0.3402070471806007 (3.5304148197174072,0.5212913155555725) (0.08423233777284622,-0.051777612417936325) 0.14018575847148895 -0.24167582772559867 (3.598055362701416,1.685904860496521) (0.04062740504741669,0.018316563218832016) 0.12211037427186966 -0.04486515691755194 (3.391049861907959,1.9023188352584839) (0.008621959947049618,-0.004207935184240341) 0.1664547175168991 0.3221921336585516 (1.5636574493277906,1.8013572616910214) (0,0) 1e-07 -0.16632337820392898 (1.5617130118324645,0.3022708554733262) (0,0) 1e-07 -0.16632337820392898 
5.75 (1.580444574356079,1.2089600563049316) (0.072182297706604,0.05164562910795212) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.6210457030444991 (3.5867228507995605,0.17978638410568237) (0.22352008521556854,-0.05563439056277275) 0.12871964275836945 -0.3402070471806007 (3.546208381652832,0.5115830302238464) (0.06317425519227982,-0.03883321210741997) 0.14018575847148895 -0.24167582772559867 (3.6053507328033447,1.6895827054977417) (0.02918180823326111,0.01471148245036602) 0.12211037427186966 -0.04486515691755194 (3.3926665782928467,1.9015299081802368) (0.006466417573392391,-0.0031559132039546967) 0.1664547175168991 0.3221921336585516 (1.5816760735560624,1.801319801479549) (0,0) 1e-07 -0.16632337820392898 (1.5797486356741408,0.3022570122549024) (0,0) 1e-07 -0.16632337820392898 
6.0 (1.5991116762161255,1.2225821018218994) (0.0746685191988945,0.054488420486450195) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.6304065088666239 (3.6426029205322266,0.1658777892589569) (0.22352007031440735,-0.05563439428806305) 0.12871964275836945 -0.3402070471806007 (3.558053493499756,0.5043017864227295) (0.04738068953156471,-0.029124926775693893) 0.14018575847148895 -0.24167582772559867 (3.6106069087982178,1.6924792528152466) (0.02102472633123398,0.011586066335439682) 0.12211037427186966 -0.04486515691755194 (3.393878936767578,1.9009381532669067) (0.004849701188504696,-0.0023669861257076263) 0.1664547175168991 0.3221921336585516 (1.6003147750089786,1.8012810521450189) (0,0) 1e-07 -0.16632337820392898 (1.5984052709605723,0.3022426923799932) (0,0) 1e-07 -0.16632337820392898 
6.25 (1.6176129579544067,1.2360200881958008) (0.07400526851415634,0.053751714527606964) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.6281747079093798 (3.6984829902648926,0.15196919441223145) (0.22352005541324615,-0.05563439801335335) 0.12871964275836945 -0.3402070471806007 (3.5669374465942383,0.498840868473053) (0.035535577684640884,-0.02184368297457695) 0.14018575847148895 -0.24167582772559867 (3.6144134998321533,1.6947288513183594) (0.01522660069167614,0.008998624980449677) 0.12211037427186966 -0.04486515691755194 (3.3947882652282715,1.9004943370819092) (0.003637342480942607,-0.0017752312123775482) 0.1664547175168991 0.3221921336585516 (1.6187880397089331,1.8012426467488312) (0,0) 1e-07 -0.16632337820392898 (1.616896227497189,0.30222849967158183) (0,0) 1e-07 -0.16632337820392898 
6.5 (1.6362097263336182,1.2495709657669067) (0.07438693940639496,0.05420342832803726) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.6297086682808443 (3.7543630599975586,0.13806059956550598) (0.22352007031440735,-0.05563440918922424) 0.12871964275836945 -0.3402070471806007 (3.5736002922058105,0.4947451651096344) (0.026651624590158463,-0.016382765024900436) 0.14018575847148895 -0.24167582772559867 (3.6171796321868896,1.6964625120162964) (0.011064385995268822,0.0069345212541520596) 0.12211037427186966 -0.04486515691755194 (3.395470380783081,1.9001615047454834) (0.0027280140202492476,-0.0013314150273799896) 0.1664547175168991 0.3221921336585516 (1.6373565559405152,1.8012040433273964) (0,0) 1e-07 -0.16632337820392898 (1.6354825839690486,0.30221423373908063) (0,0) 1e-07 -0.16632337820392898 
6.75 (1.6548162698745728,1.263140082359314) (0.07442617416381836,0.05427667498588562) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.6301004837909764 (3.8102431297302246,0.12415198981761932) (0.22352007031440735,-0.055634427815675735) 0.12871964275836945 -0.3402070471806007 (3.5785975456237793,0.49167340993881226) (0.019988778978586197,-0.012287060730159283) 0.14018575847148895 -0.24167582772559867 (3.6192541122436523,1.6977627277374268) (0.008298253640532494,0.005200860556215048) 0.12211037427186966 -0.04486515691755194 (3.395981788635254,1.899911880493164) (0.0020458984654396772,-0.0009985826909542084) 0.1664547175168991 0.3221921336585516 (1.655934809373344,1.8011654196625946) (0,0) 1e-07 -0.16632337820392898 (1.654078701597565,0.302199960314417) (0,0) 1e-07 -0.16632337820392898 
7.0 (1.67350172996521,1.2768055200576782) (0.07474170625209808,0.054661646485328674) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.6314517696082478 (3.8661231994628906,0.11024338006973267) (0.22352007031440735,-0.05563444271683693) 0.12871964275836945 -0.3402070471806007 (3.582345485687256,0.48936957120895386) (0.014991525560617447,-0.009215305559337139) 0.14018575847148895 -0.24167582772559867 (3.620810031890869,1.6987378597259521) (0.006223773583769798,0.0039006450679153204) 0.12211037427186966 -0.04486515691755194 (3.3963654041290283,1.8997246026992798) (0.0015344907296821475,-0.0007489584386348724) 0.1664547175168991 0.3221921336585516 (1.674591778766773,1.8011266323495314) (0,0) 1e-07 -0.16632337820392898 (1.6727536617981822,0.30218562637424484) (0,0) 1e-07 -0.16632337820392898 
7.25 (1.692247748374939,1.2905497550964355) (0.07498422265052795,0.05497691035270691) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.6326489258202724 (3.909484386444092,0.09945069998502731) (0.17344510555267334,-0.043170731514692307) 0.12871964275836945 -0.3402070471806007 (3.5851564407348633,0.48764169216156006) (0.011243585497140884,-0.006911466829478741) 0.14018575847148895 -0.24167582772559867 (3.6219770908355713,1.6994692087173462) (0.004667853936553001,0.0029255130793899298) 0.12211037427186966 -0.04486515691755194 (3.396653175354004,1.899584174156189) (0.0011508752359077334,-0.0005616806447505951) 0.1664547175168991 0.3221921336585516 (1.6933091424008146,1.8010877194785457) (0,0) 1e-07 -0.16632337820392898 (1.6914891198014592,0.30217124599906703) (0,0) 1e-07 -0.16632337820392898 
7.5 (1.7110531330108643,1.3043793439865112) (0.07522139698266983,0.055318281054496765) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.6340954597754336 (3.9420053958892822,0.09135618805885315) (0.13008391857147217,-0.032378051429986954) 0.12871964275836945 -0.3402070471806007 (3.5872645378112793,0.4863457977771759) (0.008432630449533463,-0.005183587782084942) 0.14018575847148895 -0.24167582772559867 (3.622852325439453,1.7000176906585693) (0.003500794991850853,0.002194164087995887) 0.12211037427186966 -0.04486515691755194 (3.396868944168091,1.8994789123535156) (0.0008631040109321475,-0.0004212520725559443) 0.1664547175168991 0.3221921336585516 (1.7120856945569838,1.8010486835562922) (0,0) 1e-07 -0.16632337820392898 (1.7102838784827648,0.30215682010773487) (0,0) 1e-07 -0.16632337820392898 
7.75 (1.7299331426620483,1.318312168121338) (0.07552025467157364,0.055731527507305145) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.635756019768318 (3.9663960933685303,0.08528530597686768) (0.09756291657686234,-0.02428353950381279) 0.12871964275836945 -0.3402070471806007 (3.588845729827881,0.4853738844394684) (0.006324533373117447,-0.0038876933977007866) 0.14018575847148895 -0.24167582772559867 (3.6235086917877197,1.700429081916809) (0.002625560387969017,0.0016456821467727423) 0.12211037427186966 -0.04486515691755194 (3.397030830383301,1.8993998765945435) (0.0006473351968452334,-0.0003159902698826045) 0.1664547175168991 0.3221921336585516 (1.7309366567836404,1.801009492937601) (0,0) 1e-07 -0.16632337820392898 (1.7291531828973408,0.302142336998927) (0,0) 1e-07 -0.16632337820392898 
8.0 (1.7488996982574463,1.3323625326156616) (0.07586608827114105,0.056201592087745667) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.6375870090598496 (3.984689235687256,0.08073214441537857) (0.07317221909761429,-0.018212657421827316) 0.12871964275836945 -0.3402070471806007 (3.590031623840332,0.48464494943618774) (0.004743341356515884,-0.002915780059993267) 0.14018575847148895 -0.24167582772559867 (3.6240010261535645,1.7007375955581665) (0.0019691940397024155,0.0012342908885329962) 0.12211037427186966 -0.04486515691755194 (3.3971521854400635,1.8993406295776367) (0.0004854489816352725,-0.0002369545109104365) 0.1664547175168991 0.3221921336585516 (1.7498739202184148,1.800970122901133) (0,0) 1e-07 -0.16632337820392898 (1.7481089429872547,0.3021277875311838) (0,0) 1e-07 -0.16632337820392898 
8.25 (1.7679630517959595,1.3465453386306763) (0.07625330984592438,0.05673101544380188) 0.2199999988079071 -0.16632337820392898 (5.675206185213053,0.9196320851863001) 2.0 0.6396378210289897 (3.9984090328216553,0.0773172676563263) (0.0548790767788887,-0.013659494929015636) 0.12871964275836945 -0.3402070471806007 (3.590920925140381,0.4840982258319855) (0.0035574473440647125,-0.0021868450567126274) 0.14018575847148895 -0.24167582772559867 (3.6243703365325928,1.7009689807891846) (0.001476859673857689,0.0009257771889679134) 0.12211037427186966 -0.04486515691755194 (3.3972432613372803,1.8992961645126343) (0.0003640939248725772,-0.00017770749400369823) 0.1664547175168991 0.3221921336585516 (1.7689077058369378,1.8009305521977677) (0,0) 1e-07 -0.16632337820392898 (1.767161399308009,0.30211316384438075) (0,0) 1e-07 -0.16632337820392898 
