[[(2.0054563699472645, 2.101692851792261), (0.0028520726632816763, 2.1005586043707223), (0.004398442770448733, 1.804022095377944), (2.000470776994266, 1.8039665868336365)], [(2.006457150317677, 0.3000305539456926), (0.007853864688503732, 0.30014356652786167), (0.00852850777184584, 0.009781332084485153), (2.001331636737009, 0.005243448678558146)]]timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
2.75 (1.7157734632492065,1.0249055624008179) (0.10106527805328369,0.011144524440169334) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10982684067916207 (3.295811176300049,0.22693657875061035) (0.3448163866996765,-0.06551624834537506) 0.14906740188598633 0.17554952680935387 (2.753690242767334,0.774046003818512) (0.21060138940811157,-0.05907050147652626) 0.12816348671913147 0.3892041278344679 (3.351979970932007,1.4895141124725342) (0.3647945523262024,0.0849287360906601) 0.16213887929916382 -0.20989444886905062 (3.1217567920684814,1.810390830039978) (0.3257185220718384,0.06899239122867584) 0.1571618914604187 -0.38606972530421346 (1.715795128287134,1.8039745033457733) (0,0) 1e-07 -0.12932211027141627 (1.7157324755558498,0.30004699319926104) (0,0) 1e-07 -0.12932211027141627 
3.0 (1.7404102087020874,1.027613878250122) (0.09854694455862045,0.01083330251276493) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10949073306585645 (3.3820152282714844,0.21055752038955688) (0.3448163866996765,-0.06551624834537506) 0.14906740188598633 0.17554952680935387 (2.8063406944274902,0.7592783570289612) (0.21060137450695038,-0.05907050147652626) 0.12816348671913147 0.3892041278344679 (3.443178653717041,1.5107463598251343) (0.3647945523262024,0.08492877334356308) 0.16213887929916382 -0.20989444886905062 (3.203186511993408,1.827638864517212) (0.3257185220718384,0.06899236887693405) 0.1571618914604187 -0.38606972530421346 (1.740431798405721,1.8039738182274678) (0,0) 1e-07 -0.12932211027141627 (1.7403690677861243,0.300045600103931) (0,0) 1e-07 -0.12932211027141627 
3.25 (1.7646934986114502,1.0302802324295044) (0.09713298827409744,0.01066559087485075) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10936586824143424 (3.46821928024292,0.19417846202850342) (0.3448163568973541,-0.06551624834537506) 0.14906740188598633 0.17554952680935387 (2.8589911460876465,0.7445107102394104) (0.21060137450695038,-0.05907050520181656) 0.12816348671913147 0.3892041278344679 (3.534377336502075,1.5319784879684448) (0.3647945523262024,0.08492874354124069) 0.16213887929916382 -0.20989444886905062 (3.284616231918335,1.8448870182037354) (0.3257185220718384,0.06899242848157883) 0.1571618914604187 -0.38606972530421346 (1.7647150141479702,1.8039731429383343) (0,0) 1e-07 -0.12932211027141627 (1.764652206846766,0.3000442269948862) (0,0) 1e-07 -0.12932211027141627 
3.5 (1.7887550592422485,1.032923698425293) (0.0962463915348053,0.01057407632470131) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10942579506697901 (3.5544233322143555,0.17779940366744995) (0.3448163866996765,-0.06551624834537506) 0.14906740188598633 0.17554952680935387 (2.9116415977478027,0.7297430634498596) (0.21060137450695038,-0.05907050520181656) 0.12816348671913147 0.3892041278344679 (3.6255760192871094,1.553210735321045) (0.3647945523262024,0.08492879569530487) 0.16213887929916382 -0.20989444886905062 (3.3632664680480957,1.8615463972091675) (0.3146006762981415,0.06663746386766434) 0.1571618914604187 -0.38606972530421346 (1.7887765012483212,1.803972473815227) (0,0) 1e-07 -0.12932211027141627 (1.7887136179237826,0.30004286642362327) (0,0) 1e-07 -0.12932211027141627 
3.75 (1.8124228715896606,1.035522222518921) (0.09467136114835739,0.010394037701189518) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10935275240892034 (3.640627384185791,0.16142034530639648) (0.3448164165019989,-0.06551624834537506) 0.14906740188598633 0.17554952680935387 (2.964292049407959,0.7149754166603088) (0.21060137450695038,-0.05907050520181656) 0.12816348671913147 0.3892041278344679 (3.7167747020721436,1.574442982673645) (0.3647945523262024,0.08492875844240189) 0.16213887929916382 -0.20989444886905062 (3.4222540855407715,1.874040961265564) (0.23595042526721954,0.04997808858752251) 0.1571618914604187 -0.38606972530421346 (1.8124442413153747,1.8039718156417852) (0,0) 1e-07 -0.12932211027141627 (1.8123812832599469,0.30004152811702045) (0,0) 1e-07 -0.12932211027141627 
4.0 (1.8358429670333862,1.0380909442901611) (0.09368015825748444,0.010274759493768215) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10924249489434622 (3.7268314361572266,0.14504128694534302) (0.3448163866996765,-0.06551623344421387) 0.14906740188598633 0.17554952680935387 (3.0169425010681152,0.7002077698707581) (0.21060137450695038,-0.05907050520181656) 0.12816348671913147 0.3892041278344679 (3.8079733848571777,1.5956751108169556) (0.3647945523262024,0.0849287137389183) 0.16213887929916382 -0.20989444886905062 (3.4664947986602783,1.8834118843078613) (0.17696280777454376,0.03748352453112602) 0.1571618914604187 -0.38606972530421346 (1.8358642653077029,1.8039711643570513) (0,0) 1e-07 -0.12932211027141627 (1.8358012333784122,0.30004020381766794) (0,0) 1e-07 -0.12932211027141627 
4.25 (1.8589740991592407,1.0406246185302734) (0.09252464771270752,0.010134568437933922) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.1090987935327708 (3.813035488128662,0.12866222858428955) (0.3448163866996765,-0.06551623344421387) 0.14906740188598633 0.17554952680935387 (3.0695929527282715,0.6854401230812073) (0.21060138940811157,-0.059070512652397156) 0.12816348671913147 0.3892041278344679 (3.8849456310272217,1.6135952472686768) (0.30788901448249817,0.0716804563999176) 0.16213887929916382 -0.20989444886905062 (3.4996752738952637,1.8904399871826172) (0.13272209465503693,0.02811259962618351) 0.1571618914604187 -0.38606972530421346 (1.8589953269570159,1.8039705211080375) (0,0) 1e-07 -0.12932211027141627 (1.8589322221617202,0.30003889585785953) (0,0) 1e-07 -0.12932211027141627 
4.5 (1.8815187215805054,1.0430911779403687) (0.09017863869667053,0.009866409003734589) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10897615019927116 (3.895432233810425,0.1130065843462944) (0.3295869827270508,-0.06262258440256119) 0.14906740188598633 0.17554952680935387 (3.1222434043884277,0.6706724762916565) (0.21060138940811157,-0.059070512652397156) 0.12816348671913147 0.3892041278344679 (3.9426748752593994,1.62703537940979) (0.23091675341129303,0.05376031994819641) 0.16213887929916382 -0.20989444886905062 (3.5245606899261475,1.895711064338684) (0.09954162687063217,0.02108449675142765) 0.1571618914604187 -0.38606972530421346 (1.881539880768581,1.8039698941691522) (0,0) 1e-07 -0.12932211027141627 (1.8814767050373742,0.30003762106248527) (0,0) 1e-07 -0.12932211027141627 
4.75 (1.9036870002746582,1.0455138683319092) (0.08867323398590088,0.009690996259450912) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10885683009290256 (3.9572298526763916,0.1012648493051529) (0.24719023704528809,-0.04696694016456604) 0.14906740188598633 0.17554952680935387 (3.174893856048584,0.6559048295021057) (0.21060137450695038,-0.059070512652397156) 0.12816348671913147 0.3892041278344679 (3.985971689224243,1.637115478515625) (0.1731875091791153,0.04032018780708313) 0.16213887929916382 -0.20989444886905062 (3.543224811553955,1.8996644020080566) (0.07465621083974838,0.015813419595360756) 0.1571618914604187 -0.38606972530421346 (1.903708092073274,1.803969277695932) (0,0) 1e-07 -0.12932211027141627 (1.9036448466677276,0.3000363675476204) (0,0) 1e-07 -0.12932211027141627 
5.0 (1.9253515005111694,1.047876000404358) (0.08665794134140015,0.009448569267988205) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10860391845552109 (4.003578186035156,0.09245854616165161) (0.1853926181793213,-0.03522520512342453) 0.14906740188598633 0.17554952680935387 (3.2275443077087402,0.6411371827125549) (0.21060138940811157,-0.05907052010297775) 0.12816348671913147 0.3892041278344679 (4.018444538116455,1.6446754932403564) (0.12989069521427155,0.03024008870124817) 0.16213887929916382 -0.20989444886905062 (3.557222843170166,1.9026293754577637) (0.055992089211940765,0.011860081925988197) 0.1571618914604187 -0.38606972530421346 (1.9253725266047743,1.803968675232182) (0,0) 1e-07 -0.12932211027141627 (1.9253092132663676,0.30003514251910773) (0,0) 1e-07 -0.12932211027141627 
5.25 (1.946185827255249,1.0501461029052734) (0.08333737403154373,0.009080548770725727) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10853313114499294 (4.038339138031006,0.08585382252931595) (0.13904428482055664,-0.02641890197992325) 0.14906740188598633 0.17554952680935387 (3.2801947593688965,0.6263695359230042) (0.21060137450695038,-0.05907052010297775) 0.12816348671913147 0.3892041278344679 (4.04279899597168,1.6503455638885498) (0.09741785377264023,0.022680073976516724) 0.16213887929916382 -0.20989444886905062 (3.567721366882324,1.904853105545044) (0.04199405759572983,0.008895108476281166) 0.1571618914604187 -0.38606972530421346 (1.9462067902037246,1.803968095854559) (0,0) 1e-07 -0.12932211027141627 (1.9461434115791143,0.30003396443310854) (0,0) 1e-07 -0.12932211027141627 
5.5 (1.9664546251296997,1.0523511171340942) (0.08107537776231766,0.00882017519325018) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10836365134150709 (4.0648722648620605,0.08046457171440125) (0.1061328649520874,-0.02155698835849762) 0.14906740188598633 0.17554952680935387 (3.3328452110290527,0.6116018891334534) (0.21060137450695038,-0.05907052010297775) 0.12816348671913147 0.3892041278344679 (4.061064720153809,1.6545981168746948) (0.07306339591741562,0.017010003328323364) 0.16213887929916382 -0.20989444886905062 (3.5755951404571533,1.906520962715149) (0.031495533883571625,0.00667137885466218) 0.1571618914604187 -0.38606972530421346 (1.9664755267435154,1.8039675322036126) (0,0) 1e-07 -0.12932211027141627 (1.9664120847045075,0.3000328183251723) (0,0) 1e-07 -0.12932211027141627 
5.75 (1.9862070083618164,1.054492712020874) (0.07900950312614441,0.008566513657569885) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10800194389243692 (4.085396766662598,0.07507717609405518) (0.08209846913814545,-0.021549595519900322) 0.14906740188598633 0.17554952680935387 (3.385495662689209,0.5968342423439026) (0.21060137450695038,-0.05907052010297775) 0.12816348671913147 0.3892041278344679 (4.074764251708984,1.6577874422073364) (0.054797668009996414,0.01275745127350092) 0.16213887929916382 -0.20989444886905062 (3.58150053024292,1.9077718257904053) (0.023621760308742523,0.0050035216845571995) 0.1571618914604187 -0.38606972530421346 (1.9862278504049928,1.803966982913532) (0,0) 1e-07 -0.12932211027141627 (1.9861643467753138,0.3000317014181021) (0,0) 1e-07 -0.12932211027141627 
6.0 (2.005598306655884,1.056593418121338) (0.07756561040878296,0.00840284675359726) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10791128623093647 (4.100141525268555,0.07026512920856476) (0.05897925794124603,-0.019248194992542267) 0.14906740188598633 0.17554952680935387 (3.4381461143493652,0.5820665955543518) (0.21060137450695038,-0.05907052755355835) 0.12816348671913147 0.3892041278344679 (4.085038661956787,1.6601794958114624) (0.04109813645482063,0.009568125940859318) 0.16213887929916382 -0.20989444886905062 (3.5859296321868896,1.90871000289917) (0.01771637052297592,0.003752658609300852) 0.1571618914604187 -0.38606972530421346 (2.000470776994266,1.8039665868336365) (0,0) 1e-07 -0.12932211027141627 (2.005555526221314,0.3000306049287306) (0,0) 1e-07 -0.12932211027141627 
6.25 (2.024710178375244,1.0586628913879395) (0.07644781470298767,0.00827770121395588) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10785889256426988 (4.110429763793945,0.06812804937362671) (0.04115218669176102,-0.008548309095203876) 0.14906740188598633 0.17554952680935387 (3.4907965660095215,0.567298948764801) (0.21060137450695038,-0.05907053127884865) 0.12816348671913147 0.3892041278344679 (4.092744827270508,1.661973476409912) (0.030823728069663048,0.007176072336733341) 0.16213887929916382 -0.20989444886905062 (3.5892515182495117,1.9094135761260986) (0.013287268579006195,0.0028144815005362034) 0.1571618914604187 -0.38606972530421346 (2.000470776994266,1.8039665868336365) (0,0) 1e-07 -0.12932211027141627 (2.006457150317677,0.3000305539456926) (0,0) 1e-07 -0.12932211027141627 
6.5 (2.043581485748291,1.060705304145813) (0.07548490166664124,0.008169883862137794) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10781235585236316 (4.118444919586182,0.06750696152448654) (0.03206050023436546,-0.0024843490682542324) 0.14906740188598633 0.17554952680935387 (3.5434470176696777,0.5525313019752502) (0.21060137450695038,-0.059070538729429245) 0.12816348671913147 0.3892041278344679 (4.09852409362793,1.6633189916610718) (0.023117562755942345,0.005382091738283634) 0.16213887929916382 -0.20989444886905062 (3.591742753982544,1.90994131565094) (0.009965382516384125,0.0021109082736074924) 0.1571618914604187 -0.38606972530421346 (2.000470776994266,1.8039665868336365) (0,0) 1e-07 -0.12932211027141627 (2.006457150317677,0.3000305539456926) (0,0) 1e-07 -0.12932211027141627 
6.75 (2.062253475189209,1.0627270936965942) (0.07468827068805695,0.008087150752544403) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10785851401979407 (4.1244893074035645,0.067140132188797) (0.0241775531321764,-0.0014673181576654315) 0.14906740188598633 0.17554952680935387 (3.596097469329834,0.5377636551856995) (0.21060137450695038,-0.05907054618000984) 0.12816348671913147 0.3892041278344679 (4.102858543395996,1.6643280982971191) (0.01733829639852047,0.004036576487123966) 0.16213887929916382 -0.20989444886905062 (3.593611240386963,1.9103370904922485) (0.007474146783351898,0.0015831687487661839) 0.1571618914604187 -0.38606972530421346 (2.000470776994266,1.8039665868336365) (0,0) 1e-07 -0.12932211027141627 (2.006457150317677,0.3000305539456926) (0,0) 1e-07 -0.12932211027141627 
7.0 (2.0807456970214844,1.0647300481796265) (0.0739685595035553,0.008011889643967152) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10789416929802666 (4.129022598266602,0.06686501204967499) (0.018133165314793587,-0.0011004888219758868) 0.14906740188598633 0.17554952680935387 (3.6487479209899902,0.5229960083961487) (0.21060135960578918,-0.05907055363059044) 0.12816348671913147 0.3892041278344679 (4.106109619140625,1.665084958076477) (0.013003845699131489,0.0030274696182459593) 0.16213887929916382 -0.20989444886905062 (3.595012664794922,1.91063392162323) (0.005605660378932953,0.00118739390745759) 0.1571618914604187 -0.38606972530421346 (2.000470776994266,1.8039665868336365) (0,0) 1e-07 -0.12932211027141627 (2.006457150317677,0.3000305539456926) (0,0) 1e-07 -0.12932211027141627 
7.25 (2.0990941524505615,1.0667178630828857) (0.07339413464069366,0.00795135647058487) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10791686852868022 (4.13242244720459,0.06665866822004318) (0.013599873520433903,-0.0008253687410615385) 0.14906740188598633 0.17554952680935387 (3.7013983726501465,0.5082283616065979) (0.21060137450695038,-0.05907057225704193) 0.12816348671913147 0.3892041278344679 (4.108547687530518,1.6656526327133179) (0.009752769954502583,0.002270609838888049) 0.16213887929916382 -0.20989444886905062 (3.5960636138916016,1.9108566045761108) (0.0042042359709739685,0.0008905627764761448) 0.1571618914604187 -0.38606972530421346 (2.000470776994266,1.8039665868336365) (0,0) 1e-07 -0.12932211027141627 (2.006457150317677,0.3000305539456926) (0,0) 1e-07 -0.12932211027141627 
7.5 (2.117328405380249,1.0686935186386108) (0.07293717563152313,0.007902849465608597) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10793040514797536 (4.13497257232666,0.06650391221046448) (0.010200024582445621,-0.000619024911429733) 0.14906740188598633 0.17554952680935387 (3.7540488243103027,0.4934607148170471) (0.21060137450695038,-0.05907058343291283) 0.12816348671913147 0.3892041278344679 (4.110376358032227,1.6660783290863037) (0.007314701564610004,0.0017029352020472288) 0.16213887929916382 -0.20989444886905062 (3.5968518257141113,1.9110236167907715) (0.003153286874294281,0.0006678798235952854) 0.1571618914604187 -0.38606972530421346 (2.000470776994266,1.8039665868336365) (0,0) 1e-07 -0.12932211027141627 (2.006457150317677,0.3000305539456926) (0,0) 1e-07 -0.12932211027141627 
7.75 (2.1354730129241943,1.0706596374511719) (0.07257798314094543,0.007864478975534439) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10793787538984957 (4.136885166168213,0.0663878470659256) (0.007649899460375309,-0.0004642689018510282) 0.14906740188598633 0.17554952680935387 (3.806699275970459,0.47869306802749634) (0.21060135960578918,-0.05907060578465462) 0.12816348671913147 0.3892041278344679 (4.111747741699219,1.6663976907730103) (0.00548603106290102,0.001277238829061389) 0.16213887929916382 -0.20989444886905062 (3.597443103790283,1.9111487865447998) (0.0023650750517845154,0.0005008676089346409) 0.1571618914604187 -0.38606972530421346 (2.000470776994266,1.8039665868336365) (0,0) 1e-07 -0.12932211027141627 (2.006457150317677,0.3000305539456926) (0,0) 1e-07 -0.12932211027141627 
8.0 (2.153594732284546,1.0726245641708374) (0.07248733937740326,0.007859583012759686) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10800504438150835 (4.138319492340088,0.06630079448223114) (0.005737305618822575,-0.0003482037573121488) 0.14906740188598633 0.17554952680935387 (3.8593497276306152,0.46392542123794556) (0.210601344704628,-0.05907063186168671) 0.12816348671913147 0.3892041278344679 (4.112776279449463,1.6666371822357178) (0.0041146473959088326,0.0009578772005625069) 0.16213887929916382 -0.20989444886905062 (3.597886562347412,1.9112427234649658) (0.0017737969756126404,0.0003756978258024901) 0.1571618914604187 -0.38606972530421346 (2.000470776994266,1.8039665868336365) (0,0) 1e-07 -0.12932211027141627 (2.006457150317677,0.3000305539456926) (0,0) 1e-07 -0.12932211027141627 
8.25 (2.1717028617858887,1.0745868682861328) (0.0724322497844696,0.007849402725696564) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10794763584543798 (4.139395236968994,0.0662355050444603) (0.004302979446947575,-0.0002611511736176908) 0.14906740188598633 0.17554952680935387 (3.9088199138641357,0.4500496983528137) (0.19788114726543427,-0.05550283566117287) 0.12816348671913147 0.3892041278344679 (4.1135478019714355,1.6668168306350708) (0.003086109645664692,0.0007183857378549874) 0.16213887929916382 -0.20989444886905062 (3.598219156265259,1.9113131761550903) (0.0013303384184837341,0.0002817609056364745) 0.1571618914604187 -0.38606972530421346 (2.000470776994266,1.8039665868336365) (0,0) 1e-07 -0.12932211027141627 (2.006457150317677,0.3000305539456926) (0,0) 1e-07 -0.12932211027141627 
