[[(2.008379227683773, 2.1006332487281814), (0.005363218901265062, 2.1097109452854412), (0.003354728485673888, 1.805777144964592), (2.0083279217725014, 1.8093475261679095)], [(2.0033715137334247, 0.305912523343831), (0.006624582897028933, 0.3066109510361245), (0.00012682651059919392, 0.005808764513964721), (2.005007278925553, 0.0005488691027982584)]]timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
5.75 (1.7133888006210327,0.9535041451454163) (0.08899842202663422,0.00995724555104971) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.1114178021032247 (3.394857883453369,0.11388270556926727) (0.08453129976987839,-0.02349793165922165) 0.15092076361179352 -0.2811198743225909 (3.3542661666870117,0.5296553373336792) (0.16865772008895874,-0.0511990562081337) 0.18966922163963318 0.1400572820331314 (3.854288101196289,1.7208317518234253) (0.019852014258503914,0.0006693699397146702) 0.13413847982883453 0.32772348636673154 (3.2908899784088135,1.8420802354812622) (0.169359028339386,0.04715324565768242) 0.1429423838853836 0.178072292332757 (1.7118656868838662,1.8088195973185444) (0,0) 1e-07 -0.01142550644955409 (1.7131623197298091,0.30601403352247214) (0,0) 1e-07 -0.01142550644955409 
6.0 (1.7355077266693115,0.9559804797172546) (0.08847565948963165,0.009905333630740643) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.1114912009338838 (3.4107844829559326,0.109637551009655) (0.06370634585618973,-0.016980627551674843) 0.15092076361179352 -0.2811198743225909 (3.396430492401123,0.5168555974960327) (0.16865772008895874,-0.051199063658714294) 0.18966922163963318 0.1400572820331314 (3.858030319213867,1.7208774089813232) (0.01496897079050541,0.00018272921442985535) 0.13413847982883453 0.32772348636673154 (3.3332297801971436,1.8538684844970703) (0.16935905814170837,0.04715321213006973) 0.1429423838853836 0.178072292332757 (1.7339889525406191,1.8088589936018071) (0,0) 1e-07 -0.01142550644955409 (1.7352803768927973,0.3060062970069509) (0,0) 1e-07 -0.01142550644955409 
6.25 (1.7575223445892334,0.9584456086158752) (0.08805856108665466,0.00986058171838522) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11151300980300986 (3.4227294921875,0.10645367950201035) (0.04777974262833595,-0.012735472992062569) 0.15092076361179352 -0.2811198743225909 (3.4385948181152344,0.5040558576583862) (0.16865770518779755,-0.0511990524828434) 0.18966922163963318 0.1400572820331314 (3.8608717918395996,1.720786690711975) (0.011366304941475391,-0.000362717779353261) 0.13413847982883453 0.32772348636673154 (3.374483823776245,1.8653545379638672) (0.16501647233963013,0.0459442101418972) 0.1429423838853836 0.178072292332757 (1.7560078904452063,1.8088982041021144) (0,0) 1e-07 -0.01142550644955409 (1.7572941298597418,0.30599859697524134) (0,0) 1e-07 -0.01142550644955409 
6.5 (1.7794435024261475,0.960900068283081) (0.08768446743488312,0.009817864745855331) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11150369636548467 (3.431688070297241,0.10406577587127686) (0.03583473339676857,-0.009551601484417915) 0.15092076361179352 -0.2811198743225909 (3.4807591438293457,0.49125608801841736) (0.16865773499011993,-0.0511990562081337) 0.18966922163963318 0.1400572820331314 (3.8630425930023193,1.720579981803894) (0.008683167397975922,-0.0008267253288067877) 0.13413847982883453 0.32772348636673154 (3.4054243564605713,1.8739690780639648) (0.12376243621110916,0.03445815667510033) 0.1429423838853836 0.178072292332757 (1.7779333495638503,1.8089372481388992) (0,0) 1e-07 -0.01142550644955409 (1.779214426487026,0.30599092963295005) (0,0) 1e-07 -0.01142550644955409 
6.75 (1.8012917041778564,0.9633458256721497) (0.08739257603883743,0.009783119894564152) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11148039013412976 (3.4384071826934814,0.10227485001087189) (0.026876157149672508,-0.007163697853684425) 0.15092076361179352 -0.2811198743225909 (3.522923469543457,0.4784563183784485) (0.16865772008895874,-0.051199041306972504) 0.18966922163963318 0.1400572820331314 (3.864685297012329,1.7203649282455444) (0.00657061580568552,-0.0008602688321843743) 0.13413847982883453 0.32772348636673154 (3.4286298751831055,1.880429983139038) (0.09282190352678299,0.02584361843764782) 0.1429423838853836 0.178072292332757 (1.7997858373319984,1.808976162231035) (0,0) 1e-07 -0.01142550644955409 (1.8010617700819376,0.30598328780837325) (0,0) 1e-07 -0.01142550644955409 
7.0 (1.8231382369995117,0.9657911658287048) (0.08738595247268677,0.009781246073544025) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11146759246849751 (3.443446397781372,0.10093165934085846) (0.020157044753432274,-0.005372771993279457) 0.15092076361179352 -0.2811198743225909 (3.5650877952575684,0.4656565487384796) (0.16865772008895874,-0.05119902640581131) 0.18966922163963318 0.1400572820331314 (3.865920305252075,1.7201813459396362) (0.004939848557114601,-0.0007345550693571568) 0.13413847982883453 0.32772348636673154 (3.4460339546203613,1.8852756023406982) (0.06961638480424881,0.019382713362574577) 0.1429423838853836 0.178072292332757 (1.8216366554323957,1.8090150733498889) (0,0) 1e-07 -0.01142550644955409 (1.8229074448929405,0.3059756465675083) (0,0) 1e-07 -0.01142550644955409 
7.25 (1.8449217081069946,0.9682287573814392) (0.08713369816541672,0.009750430472195148) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11143834474231037 (3.44722580909729,0.09992426633834839) (0.015117828734219074,-0.004029581323266029) 0.15092076361179352 -0.2811198743225909 (3.6072521209716797,0.45285680890083313) (0.16865772008895874,-0.051199011504650116) 0.18966922163963318 0.1400572820331314 (3.8671207427978516,1.720133662223816) (0.0048018512316048145,-0.00019063902436755598) 0.13413847982883453 0.32772348636673154 (3.4590871334075928,1.8889098167419434) (0.05221230536699295,0.014537094160914421) 0.1429423838853836 0.178072292332757 (1.843424398220216,1.8090538721465872) (0,0) 1e-07 -0.01142550644955409 (1.8446900607078145,0.30596802738359435) (0,0) 1e-07 -0.01142550644955409 
7.5 (1.8666669130325317,0.970661997795105) (0.08698064088821411,0.009733057580888271) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11143555736208123 (3.4500603675842285,0.09916871786117554) (0.011338417418301105,-0.0030221883207559586) 0.15092076361179352 -0.2811198743225909 (3.649416446685791,0.44005706906318665) (0.16865773499011993,-0.05119900032877922) 0.18966922163963318 0.1400572820331314 (3.8688595294952393,1.7210642099380493) (0.006954996846616268,0.0037223966792225838) 0.13413847982883453 0.32772348636673154 (3.468876838684082,1.891635537147522) (0.039159126579761505,0.010902879759669304) 0.1429423838853836 0.178072292332757 (1.8651738671991156,1.8090926027867198) (0,0) 1e-07 -0.01142550644955409 (1.866434411867378,0.3059604215839979) (0,0) 1e-07 -0.01142550644955409 
7.75 (1.888366937637329,0.9730901122093201) (0.08679993450641632,0.009712344966828823) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11142996234144675 (3.452186346054077,0.0986020565032959) (0.008503858931362629,-0.002266639843583107) 0.15092076361179352 -0.2811198743225909 (3.6915807723999023,0.42725732922554016) (0.16865773499011993,-0.051198989152908325) 0.18966922163963318 0.1400572820331314 (3.87023663520813,1.7230570316314697) (0.00550821702927351,0.007971290498971939) 0.13413847982883453 0.32772348636673154 (3.4762191772460938,1.8936798572540283) (0.029369421303272247,0.00817715935409069) 0.1429423838853836 0.178072292332757 (1.886878146872388,1.8091312529554284) (0,0) 1e-07 -0.01142550644955409 (1.8881335845047151,0.30595283158707054) (0,0) 1e-07 -0.01142550644955409 
8.0 (1.9100549221038818,0.9755123853683472) (0.08675215393304825,0.009689019992947578) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11122527883780212 (3.4537808895111084,0.09817706048488617) (0.006377880927175283,-0.0016999784857034683) 0.15092076361179352 -0.2811198743225909 (3.7337450981140137,0.4144575893878937) (0.16865773499011993,-0.051198966801166534) 0.18966922163963318 0.1400572820331314 (3.8705713748931885,1.7255918979644775) (0.001338681671768427,0.010139496996998787) 0.13413847982883453 0.32772348636673154 (3.4817259311676025,1.895213007926941) (0.02202708274126053,0.006132839247584343) 0.1429423838853836 0.178072292332757 (1.908570376043741,1.8091698816650545) (0,0) 1e-07 -0.01142550644955409 (1.909820719048451,0.305945245800861) (0,0) 1e-07 -0.01142550644955409 
8.25 (1.931732416152954,0.9779318571090698) (0.08670996129512787,0.009677933529019356) 0.2199999988079071 -0.01142550644955409 (5.230282849626916,0.881798888047326) 2.0 0.11115267300783628 (3.454976797103882,0.09785831719636917) (0.004783337470144033,-0.0012749824672937393) 0.15092076361179352 -0.2811198743225909 (3.775909423828125,0.4016578495502472) (0.16865773499011993,-0.051198940724134445) 0.18966922163963318 0.1400572820331314 (3.8697032928466797,1.7282636165618896) (-0.003471911884844303,0.010686671361327171) 0.13413847982883453 0.32772348636673154 (3.485856056213379,1.8963629007339478) (0.01652032881975174,0.004599688574671745) 0.1429423838853836 0.178072292332757 (1.9302521098422343,1.8092084916849134) (0,0) 1e-07 -0.01142550644955409 (1.931497364155878,0.30593766368367564) (0,0) 1e-07 -0.01142550644955409 
